,Facing,No_Bedroom,No_Bathroom,No_Balcony,Corner_Property,Furnishing,study room,servant room,store room,pooja room,Overlooking_main road,Overlooking_club,Overlooking_pool,Overlooking_NA,flat_age,sector_num,Super Built-up Area,luxury_category,floor_category,price
7018,North,4,4.0,3,Yes,Semifurnished,1,1,0,1,1,1,1,0,Relatively New,85,2812.0,Luxury,Mid Floor,2.65
7019,North-East,3,3.0,3,No,Semifurnished,0,0,0,0,0,1,1,0,Relatively New,102,1889.0,Standard,High Floor,2.6
7020,North,3,3.0,3,No,Semifurnished,0,0,0,0,0,0,0,0,Old Property,49,1580.0,Budget,High Floor,2.6
7021,North,3,3.0,3,No,Semifurnished,0,0,0,0,1,0,0,0,Under Construction,62,2122.0,Luxury,Mid Floor,3.85
7022,North,4,4.0,3,No,Semifurnished,0,1,0,0,1,0,0,0,Under Construction,62,3039.0,Luxury,High Floor,6.0
7023,North-East,4,5.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,111,2950.0,Luxury,High Floor,4.48
7024,North-East,3,3.0,3+,Yes,Semifurnished,1,1,0,0,1,1,1,0,Relatively New,108,1605.6,Standard,High Floor,1.85
7025,North-East,3,4.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,111,2200.0,Standard,High Floor,3.68
7026,North-East,3,3.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,106,1495.8000000000002,Luxury,High Floor,3.2
7027,North-East,3,3.0,3,No,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,108,2003.0,Luxury,Low Floor,3.95
7028,North-East,4,5.0,3+,Yes,Semifurnished,0,1,0,1,1,1,1,0,Relatively New,82,3250.0,Standard,Low Floor,3.0
7029,North-East,4,4.0,3+,Yes,Semifurnished,1,1,0,0,1,1,1,0,Relatively New,77,1950.0,Standard,High Floor,2.5
7030,East,3,3.0,3+,No,Semifurnished,0,0,0,0,0,1,1,0,Under Construction,62,2122.0,Luxury,High Floor,3.98
7031,North-East,3,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,113,2575.0,Standard,Mid Floor,3.45
7032,North-East,3,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,113,2575.0,Standard,Mid Floor,3.4
7033,North-East,3,4.0,3+,Yes,Semifurnished,1,1,1,1,1,1,1,0,Relatively New,113,2690.0,Standard,High Floor,3.63
7034,North-East,3,4.0,3+,Yes,Semifurnished,1,1,1,1,1,1,1,0,Relatively New,113,2690.0,Standard,High Floor,3.58
7035,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,102,1827.0,Standard,High Floor,2.45
7036,North-West,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,102,1669.0,Standard,High Floor,2.31
7037,North-East,4,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,104,3307.5,Luxury,Mid Floor,3.7
7038,North-East,4,4.0,3+,Yes,Unfurnished,0,1,0,0,1,1,1,0,Under Construction,104,3307.5,Luxury,Mid Floor,3.65
7039,East,5,5.0,3+,Yes,Furnished,0,0,0,0,1,1,1,0,New Property,85,2650.0,Luxury,High Floor,3.0
7040,North,3,3.0,3+,No,Semifurnished,0,0,0,0,0,0,0,1,Under Construction,113,2767.5,Budget,High Floor,3.4
7041,East,3,2.0,2,No,Furnished,0,0,0,0,1,1,1,0,Relatively New,70,1405.0,Luxury,Low Floor,1.5
7042,North,3,3.0,2,No,Semifurnished,1,1,0,0,1,0,0,0,Relatively New,65,1650.0,Luxury,Mid Floor,3.2
7043,North-East,3,3.0,3+,No,Unfurnished,0,1,0,0,1,1,1,0,Relatively New,67,2382.0,Standard,High Floor,3.65
7044,North,3,3.0,3,No,Unfurnished,0,0,0,0,1,1,0,0,New Property,90,1755.0,Standard,Mid Floor,2.0
7045,North-East,3,3.0,3,No,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,70,1949.0,Luxury,High Floor,1.8
7046,North-East,4,5.0,3,No,Semifurnished,0,1,0,0,0,1,1,0,Under Construction,81,2825.0,Standard,Mid Floor,3.99
7047,East,4,4.0,3+,No,Semifurnished,0,0,0,0,1,1,1,0,Moderately Old,82,2273.0,Standard,High Floor,3.29
7048,East,4,5.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,66,2100.0,Standard,Low Floor,3.7
7049,East,3,3.0,3,No,Semifurnished,0,0,0,0,0,0,0,1,Under Construction,99,2780.0,Luxury,High Floor,3.75
7050,North-East,5,5.0,3+,No,Semifurnished,0,1,0,0,0,1,1,0,Relatively New,54,6750.0,Standard,Low Floor,11.0
7051,East,6,7.0,3+,Yes,Semifurnished,1,1,1,1,1,1,0,0,Old Property,53,8580.0,Luxury,Low Floor,14.0
7052,East,3,3.0,3,No,Semifurnished,1,1,0,0,1,1,1,0,Relatively New,84,3200.0,Standard,High Floor,3.4
7053,North,3,4.0,3+,No,Semifurnished,1,1,0,0,1,1,1,0,Relatively New,106,1760.0,Standard,Mid Floor,1.65
7054,North,3,3.0,3+,Yes,Unfurnished,0,0,0,1,1,0,1,0,Relatively New,91,1862.0,Luxury,Low Floor,1.85
7055,East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,82,1818.0,Standard,High Floor,2.9
7056,East,5,5.0,3+,No,Semifurnished,1,1,1,0,1,1,1,0,Old Property,42,4300.0,Standard,High Floor,9.0
7057,East,4,4.0,3+,Yes,Semifurnished,1,0,1,0,1,1,1,0,Relatively New,62,3890.0,Standard,High Floor,9.0
7058,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,85,1829.0,Standard,Mid Floor,2.55
7059,North-East,4,4.0,3+,No,Semifurnished,0,1,0,0,1,0,0,0,Moderately Old,39,3000.0,Standard,High Floor,2.6
7060,North-East,3,3.0,3+,No,Semifurnished,0,0,0,1,1,0,0,0,Moderately Old,39,2350.0,Standard,Low Floor,2.15
7061,North-East,3,3.0,3+,No,Semifurnished,0,0,0,1,1,0,0,0,Moderately Old,39,2250.0,Standard,High Floor,1.85
7062,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,33,1790.0,Luxury,Low Floor,2.4
7063,North-East,4,4.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,72,2900.0,Luxury,Mid Floor,5.69
7064,North-East,4,4.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,92,2700.0,Luxury,Mid Floor,2.8
7065,North-East,4,4.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,92,2050.0,Luxury,Mid Floor,3.0
7066,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,90,1780.0,Luxury,High Floor,1.99
7067,North-East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,79,2366.0,Standard,High Floor,2.75
7068,North-East,4,4.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,90,2727.0,Luxury,Mid Floor,2.49
7069,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,106,2497.5,Luxury,Mid Floor,2.82
7070,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,104,1352.0,Luxury,Mid Floor,1.82
7071,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,1,0,1,1,0,New Property,104,1689.0,Luxury,Mid Floor,2.3
7072,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,76,1672.0,Luxury,Low Floor,1.94
7073,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,0,1,1,0,Under Construction,36,2507.0,Luxury,High Floor,5.01
7074,East,3,3.0,3+,Yes,Semifurnished,1,1,0,0,1,1,1,0,Under Construction,113,2454.0,Standard,Low Floor,4.4
7075,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,89,1920.0,Luxury,Mid Floor,2.97
7076,East,3,3.0,2,No,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,113,2247.75,Luxury,Low Floor,3.3
7077,North-East,3,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,Under Construction,85,1860.0,Luxury,Mid Floor,3.05
7078,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,71,3780.0,Luxury,Mid Floor,5.85
7079,North-East,3,3.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,71,2780.0,Luxury,Mid Floor,4.6
7080,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,0,0,1,0,New Property,37,1440.0,Luxury,Mid Floor,1.6
7081,North-East,3,3.0,2,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,95,1745.0,Luxury,Mid Floor,1.24
7082,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,63,2390.0,Luxury,Mid Floor,3.9
7083,North-East,4,6.0,3+,Yes,Semifurnished,1,1,0,0,0,0,1,0,Under Construction,63,3950.0,Luxury,High Floor,7.88
7084,East,4,4.0,3+,Yes,Semifurnished,1,1,1,1,1,1,1,0,Under Construction,106,3075.0,Standard,High Floor,5.1
7085,East,3,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,106,2450.0,Standard,Mid Floor,4.3
7086,North-East,3,3.0,2,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,79,2090.0,Luxury,Mid Floor,3.13
7087,East,3,2.0,2,No,Unfurnished,0,0,0,0,1,1,1,0,Under Construction,89,1423.0,Luxury,High Floor,1.5
7088,East,3,3.0,2,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,89,1423.0,Luxury,Low Floor,1.45
7089,North-East,3,3.0,2,Yes,Semifurnished,1,1,1,0,1,1,1,0,Under Construction,79,1615.0,Luxury,High Floor,1.95
7090,East,3,3.0,3,Yes,Semifurnished,1,1,1,1,1,1,1,0,Under Construction,113,2453.0,Standard,Mid Floor,4.66
7091,North-East,3,3.0,3,Yes,Semifurnished,1,1,1,1,1,1,1,0,Under Construction,111,2110.0,Luxury,High Floor,4.19
7092,North,4,4.0,3,Yes,Furnished,0,1,0,0,1,0,0,0,Moderately Old,81,3020.0,Standard,Mid Floor,4.95
7093,North,4,4.0,3,Yes,Semifurnished,0,0,0,0,1,0,0,0,Old Property,52,2250.0,Budget,High Floor,2.55
7094,North-East,4,4.0,3+,Yes,Semifurnished,1,1,1,1,1,1,1,0,Under Construction,37,3259.0,Standard,High Floor,4.73
7095,East,3,3.0,3,No,Semifurnished,0,0,0,1,0,0,0,0,New Property,76,1672.0,Standard,High Floor,2.01
7096,North-East,3,3.0,2,Yes,Semifurnished,1,0,1,0,0,1,1,0,Under Construction,76,1672.0,Standard,High Floor,2.09
7097,North-East,4,4.0,3,Yes,Furnished,1,1,1,1,1,1,1,0,Under Construction,113,3006.0,Standard,High Floor,5.4
7098,North-East,3,3.0,3,Yes,Semifurnished,1,1,1,1,1,1,1,0,Under Construction,113,2455.0,Luxury,High Floor,4.42
7099,North-East,4,4.0,3+,Yes,Semifurnished,1,1,1,1,1,1,1,0,Under Construction,113,2705.0,Luxury,High Floor,5.37
7100,North,3,3.0,2,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,69,1704.0,Luxury,Mid Floor,2.13
7101,North-East,3,3.0,3,Yes,Semifurnished,1,1,0,0,1,1,1,0,Under Construction,113,2342.0,Standard,High Floor,4.66
7102,North-East,3,3.0,3,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,113,1665.0,Luxury,Low Floor,3.31
7103,North-East,4,4.0,3,Yes,Semifurnished,1,1,0,0,1,1,1,0,Under Construction,111,2248.0,Standard,Mid Floor,4.47
7104,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,111,1605.0,Luxury,Low Floor,3.19
7105,North-East,4,4.0,3+,Yes,Semifurnished,1,1,0,0,1,1,1,0,Under Construction,113,3006.0,Standard,Mid Floor,5.4
7106,North-East,3,3.0,3,Yes,Semifurnished,1,1,0,0,1,1,1,0,Under Construction,113,2450.0,Standard,High Floor,4.4
7107,East,3,3.0,3+,Yes,Unfurnished,0,0,0,0,0,0,0,0,Relatively New,91,1862.0,Standard,High Floor,1.75
7108,North-East,3,3.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,83,1850.0,Luxury,High Floor,2.5
7109,North-East,4,4.0,3+,Yes,Furnished,0,1,0,0,1,1,1,0,Under Construction,85,3100.0,Standard,Low Floor,4.65
7110,North-East,3,3.0,3+,Yes,Furnished,0,1,0,0,1,1,1,0,Under Construction,85,2410.0,Standard,Low Floor,3.6
7111,North-East,4,4.0,3+,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,71,3780.0,Standard,Mid Floor,5.86
7112,North-East,3,3.0,3,Yes,Semifurnished,1,1,0,0,1,1,1,0,Under Construction,71,2780.0,Luxury,Mid Floor,4.59
7113,North-East,3,3.0,3+,Yes,Semifurnished,1,0,0,0,1,1,1,0,New Property,47,1845.0,Luxury,Low Floor,1.66
7114,North-East,3,4.0,3+,Yes,Semifurnished,1,1,0,0,1,1,1,0,Relatively New,57,2587.0,Standard,High Floor,3.5
7115,North-East,3,3.0,2,No,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,90,1744.0,Standard,High Floor,2.0
7116,North-East,3,3.0,2,Yes,Semifurnished,1,0,0,0,1,1,1,0,Relatively New,90,1930.0,Standard,High Floor,1.9
7117,East,3,3.0,2,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,76,1672.0,Standard,Low Floor,2.06
7118,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,69,1704.0,Luxury,Mid Floor,2.2
7119,North-East,4,5.0,3+,No,Semifurnished,0,1,0,0,0,0,0,1,Relatively New,111,2950.0,Luxury,High Floor,4.32
7120,North,3,3.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,62,2266.0,Standard,Mid Floor,4.0
7121,East,4,3.0,3,No,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,106,4185.0,Luxury,High Floor,4.9
7122,North,3,3.0,2,No,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,59,2375.0,Standard,Mid Floor,3.8
7123,North,3,3.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,71,2874.0,Luxury,Low Floor,2.55
7124,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Moderately Old,69,1704.0,Luxury,Mid Floor,2.15
7125,North-East,3,3.0,2,Yes,Semifurnished,1,1,1,1,1,1,1,0,Under Construction,85,2400.0,Luxury,Mid Floor,3.6
7126,North-East,4,4.0,3,Yes,Semifurnished,1,1,1,1,1,1,1,0,Under Construction,37,3260.0,Luxury,Mid Floor,5.05
7127,North-West,3,3.0,2,Yes,Semifurnished,0,1,0,1,1,1,1,0,Under Construction,89,2646.0,Luxury,Mid Floor,1.9
7128,North-East,3,4.0,3+,Yes,Furnished,0,1,0,0,1,0,0,0,Moderately Old,56,2148.0,Luxury,Low Floor,2.5
7129,North,4,5.0,3+,Yes,Semifurnished,0,1,0,1,1,1,0,0,Relatively New,67,3154.0,Luxury,Low Floor,6.25
7130,North,4,5.0,3,Yes,Unfurnished,0,1,0,0,1,0,1,0,New Property,37,2600.0,Luxury,High Floor,1.95
7131,North-East,5,6.0,3+,Yes,Unfurnished,1,1,0,1,0,0,0,0,Moderately Old,24,9450.0,Standard,High Floor,14.0
7132,North,4,4.0,3,Yes,Semifurnished,1,1,0,1,0,1,1,0,Moderately Old,54,3673.35,Luxury,Low Floor,9.0
7133,East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,79,2150.0,Luxury,Mid Floor,2.55
7135,East,4,5.0,3+,No,Semifurnished,0,1,0,0,0,1,0,0,Under Construction,106,2235.6000000000004,Luxury,High Floor,4.35
7136,East,3,2.0,2,No,Unfurnished,0,0,0,0,0,1,0,0,New Property,92,1591.2,Luxury,High Floor,1.15
7137,North-East,4,5.0,3+,Yes,Semifurnished,1,1,1,1,1,1,1,0,Under Construction,111,5450.0,Standard,High Floor,8.99
7138,North-East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,111,2325.0,Standard,High Floor,3.37
7139,North-East,1,1.0,1,Yes,Furnished,0,0,0,0,1,1,1,0,Under Construction,111,895.0,Standard,High Floor,1.45
7140,East,4,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Old Property,43,2610.0,Luxury,Low Floor,7.15
7141,North-East,1,1.0,1,Yes,Furnished,0,0,0,0,1,1,1,0,Under Construction,111,895.0,Standard,Low Floor,1.43
7142,North-East,3,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,33,1570.0,Luxury,Low Floor,2.12
7143,North-East,4,4.0,3,Yes,Furnished,0,1,0,0,1,0,0,0,Old Property,54,4200.0,Standard,Low Floor,13.0
7144,East,3,3.0,1,No,Semifurnished,0,0,1,0,0,0,0,0,Moderately Old,86,1929.0,Luxury,Mid Floor,2.3
7146,East,3,3.0,2,No,Semifurnished,0,0,0,0,0,0,0,0,Old Property,90,1744.0,Luxury,High Floor,2.0
7147,East,4,4.0,3,No,Semifurnished,0,1,1,1,0,0,0,0,Old Property,90,2364.0,Luxury,High Floor,2.3
7148,East,3,3.0,3,No,Semifurnished,0,1,0,0,0,0,0,0,Relatively New,109,2165.0,Luxury,Mid Floor,1.8
7149,East,3,3.0,3+,No,Semifurnished,0,1,0,0,0,0,0,0,New Property,70,1950.0,Luxury,Low Floor,2.25
7150,North,3,2.0,3,Yes,Unfurnished,0,0,1,0,0,1,1,0,Moderately Old,81,1645.0,Standard,Mid Floor,1.8
7151,South,3,3.0,3,Yes,Unfurnished,0,0,0,0,0,1,0,0,New Property,92,1600.0,Budget,High Floor,1.15
7152,West,3,3.0,3,Yes,Unfurnished,0,1,0,0,0,0,0,0,Relatively New,92,1910.4,Luxury,Mid Floor,1.1
7153,North-East,3,4.0,3+,Yes,Semifurnished,0,1,0,1,1,1,1,0,Relatively New,102,1931.0,Standard,Mid Floor,2.4
7154,East,4,4.0,3+,Yes,Furnished,0,1,0,1,1,1,1,0,Relatively New,81,3000.0,Luxury,High Floor,4.75
7155,East,3,2.0,2,No,Unfurnished,0,0,0,0,0,1,1,0,New Property,92,1326.0,Luxury,Low Floor,1.02
7156,East,3,3.0,2,Yes,Semifurnished,0,0,0,0,0,0,0,0,Relatively New,85,1475.0,Luxury,Low Floor,1.2
7159,South,3,4.0,3,Yes,Semifurnished,0,1,0,0,1,0,0,0,Old Property,30,2368.0,Standard,Mid Floor,4.3
7160,South,1,1.0,1,Yes,Furnished,0,0,0,0,1,1,1,0,Under Construction,111,735.75,Standard,Mid Floor,1.35
7161,East,4,6.0,3+,Yes,Semifurnished,1,1,0,1,1,1,1,0,Relatively New,2,5800.0,Standard,Mid Floor,6.5
7162,South-East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,0,1,0,Old Property,53,2895.0,Luxury,Mid Floor,6.25
7163,North-East,5,6.0,3+,No,Semifurnished,1,1,0,1,0,1,1,0,Relatively New,112,8515.0,Luxury,Low Floor,12.77
7164,East,3,3.0,3,Yes,Semifurnished,1,1,1,1,1,1,1,0,Relatively New,68,1746.0,Standard,High Floor,2.2
7165,North-East,3,4.0,3+,Yes,Semifurnished,1,1,1,1,1,1,1,0,Relatively New,59,2985.0,Luxury,High Floor,6.26
7166,East,3,3.0,3,No,Semifurnished,0,0,0,1,1,1,1,0,Under Construction,79,1668.0,Standard,High Floor,1.84
7167,East,3,3.0,3,No,Semifurnished,0,0,0,1,1,1,1,0,Under Construction,79,1668.0,Standard,Mid Floor,1.93
7168,East,3,3.0,3+,No,Semifurnished,0,0,0,1,1,1,1,0,New Property,99,1685.0,Standard,Mid Floor,1.78
7169,East,3,5.0,3,No,Semifurnished,0,1,0,1,1,1,1,0,New Property,99,1997.0,Standard,Mid Floor,1.83
7170,East,3,3.0,3,No,Semifurnished,0,0,0,1,1,1,1,0,New Property,68,1705.0,Standard,Mid Floor,1.62
7171,East,3,3.0,3+,No,Semifurnished,0,0,0,1,1,1,1,0,New Property,68,1483.0,Standard,Mid Floor,1.42
7172,East,3,3.0,3+,No,Semifurnished,0,0,0,1,1,1,1,0,New Property,99,1770.0,Standard,Mid Floor,1.5
7173,North,3,3.0,2,Yes,Semifurnished,1,1,1,1,0,0,0,0,New Property,61,2091.15,Standard,Mid Floor,2.25
7174,East,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,70,1976.0,Standard,High Floor,2.25
7175,East,4,5.0,3,Yes,Semifurnished,0,1,0,1,1,1,1,0,Relatively New,60,2800.0,Standard,Low Floor,5.75
7176,West,3,4.0,2,Yes,Semifurnished,0,1,0,1,0,1,1,0,Relatively New,65,3844.0,Standard,High Floor,7.5
7177,North,3,3.0,3,No,Semifurnished,1,0,0,0,0,0,0,1,Under Construction,66,3035.0,Luxury,High Floor,6.1
7178,North-East,4,5.0,3,No,Unfurnished,0,1,0,0,0,0,0,0,Relatively New,110,3400.0,Luxury,Low Floor,3.99
7179,North-East,4,5.0,3,No,Semifurnished,0,1,0,0,0,0,0,0,Moderately Old,60,2800.0,Standard,Low Floor,6.25
7180,North-East,3,4.0,3,No,Unfurnished,0,1,0,0,0,0,0,0,Relatively New,70,1950.0,Luxury,High Floor,2.65
7181,North-East,3,3.0,3,No,Semifurnished,1,0,0,0,0,0,0,0,Old Property,49,2033.0,Luxury,Mid Floor,3.4
7182,North-East,4,5.0,3,No,Semifurnished,0,1,0,0,0,0,0,0,Old Property,49,2999.0,Luxury,Mid Floor,5.55
7183,North-East,3,4.0,3,No,Semifurnished,0,1,0,0,0,0,0,0,Relatively New,48,2952.4500000000003,Standard,High Floor,6.6
7184,North-East,3,3.0,3+,Yes,Unfurnished,0,1,0,0,0,0,0,0,Moderately Old,48,2350.0,Luxury,High Floor,3.35
7185,North-East,3,4.0,2,No,Unfurnished,0,1,0,0,0,0,0,0,Old Property,33,1545.0,Standard,High Floor,2.3
7186,North-East,4,5.0,2,No,Unfurnished,0,1,0,0,0,0,0,0,Old Property,33,1870.0,Luxury,High Floor,3.0
7187,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,0,0,0,0,Old Property,48,1776.0,Luxury,High Floor,2.71
7188,North-East,3,3.0,3,Yes,Semifurnished,1,1,0,0,0,0,0,0,Old Property,48,1776.0,Standard,Low Floor,2.7
7189,North-East,3,5.0,3,Yes,Semifurnished,0,1,0,0,0,1,0,0,Relatively New,70,1950.0,Standard,High Floor,2.55
7190,North-East,4,6.0,3,Yes,Semifurnished,0,1,0,0,0,1,0,0,Moderately Old,54,3123.0,Standard,High Floor,15.51
7191,North-East,4,6.0,3,Yes,Semifurnished,0,1,0,0,0,1,0,0,Moderately Old,54,3123.0,Standard,High Floor,15.5
7192,North-East,4,4.0,3,Yes,Semifurnished,0,1,0,0,0,0,0,0,Relatively New,28,4252.5,Luxury,High Floor,7.7
7193,North-East,3,4.0,3,Yes,Semifurnished,0,1,0,0,0,1,0,0,Under Construction,59,3503.2500000000005,Standard,Low Floor,6.25
7194,North-East,4,4.0,2,Yes,Semifurnished,0,1,0,0,0,0,0,0,Old Property,25,3000.0,Standard,Low Floor,6.25
7195,North-East,3,4.0,3,Yes,Semifurnished,0,1,0,0,0,1,0,0,Moderately Old,81,2092.0,Standard,Mid Floor,3.58
7196,North-East,4,4.0,3,Yes,Semifurnished,0,1,0,0,0,0,0,0,Old Property,50,4079.7,Standard,Low Floor,4.5
7197,North-East,4,6.0,3,Yes,Semifurnished,0,1,0,0,0,0,0,0,Old Property,50,3372.0,Standard,Mid Floor,5.23
7198,North-East,4,4.0,3+,Yes,Semifurnished,0,1,0,0,0,1,0,0,Moderately Old,67,3154.0,Luxury,Low Floor,5.8
7199,North-East,4,5.0,3,Yes,Semifurnished,0,1,0,0,0,1,0,0,Moderately Old,60,2800.0,Luxury,High Floor,6.4
7200,North-East,3,4.0,3,Yes,Semifurnished,0,1,0,0,0,0,1,0,Moderately Old,54,2315.0,Standard,High Floor,7.5
7201,North-East,4,4.0,3,Yes,Semifurnished,0,1,0,0,0,1,0,0,Old Property,43,2575.0,Standard,Low Floor,8.0
7202,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,0,1,0,0,Moderately Old,66,3300.0,Luxury,High Floor,6.55
7203,North-East,3,5.0,3,Yes,Semifurnished,0,1,0,0,0,0,0,0,Relatively New,70,1950.0,Luxury,High Floor,2.65
7204,North-East,3,2.0,3,Yes,Semifurnished,0,0,1,0,0,1,0,0,Old Property,50,1629.0,Luxury,High Floor,2.75
7205,North-East,3,4.0,3,Yes,Semifurnished,0,1,0,0,0,1,1,0,Moderately Old,66,1815.0,Standard,High Floor,3.15
7206,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,0,1,1,0,Relatively New,69,1704.0,Standard,Mid Floor,2.45
7207,North-East,4,6.0,3+,Yes,Semifurnished,0,1,0,1,0,1,1,0,Old Property,53,3645.0,Luxury,Low Floor,7.62
7208,North-East,3,4.0,3,No,Semifurnished,0,1,0,0,0,0,0,0,Moderately Old,54,2282.0,Standard,Low Floor,7.0
7209,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,0,0,1,0,Moderately Old,28,4387.5,Luxury,High Floor,7.5
7210,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,0,0,0,0,Relatively New,67,2592.0,Luxury,Mid Floor,2.6
7211,North-East,4,5.0,3,Yes,Semifurnished,0,1,0,0,0,1,1,0,Moderately Old,67,3341.0,Standard,Low Floor,6.1
7212,North-East,3,3.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,71,2353.05,Standard,Low Floor,1.78
7213,North-East,3,3.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,82,2454.3,Luxury,High Floor,3.0
7214,North-East,4,4.0,3,No,Semifurnished,0,1,0,1,0,0,0,1,Relatively New,62,5875.200000000001,Luxury,High Floor,8.6
7215,North-West,4,4.0,3,No,Semifurnished,0,1,0,1,1,1,1,0,Relatively New,54,5875.200000000001,Luxury,Low Floor,13.25
7216,North-East,3,3.0,3,No,Semifurnished,0,1,0,1,1,1,1,0,Relatively New,54,4131.0,Luxury,Low Floor,10.0
7217,North-East,3,3.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,61,2423.25,Luxury,High Floor,2.8
7218,North-East,3,3.0,3,No,Semifurnished,0,1,0,0,0,0,0,1,Relatively New,66,2450.25,Luxury,High Floor,3.15
7219,North-East,3,3.0,2,No,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,59,3098.25,Luxury,High Floor,5.1
7220,North-East,3,3.0,2,No,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,59,3098.25,Luxury,High Floor,5.2
7221,North-East,3,3.0,2,No,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,59,2828.25,Luxury,High Floor,5.25
7223,North-East,4,4.0,3,Yes,Semifurnished,1,1,0,0,1,1,1,0,Moderately Old,54,5767.200000000001,Luxury,High Floor,15.0
7224,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,0,1,1,0,Relatively New,48,2838.0,Luxury,Low Floor,7.5
7225,North-East,3,4.0,3,Yes,Semifurnished,0,1,0,0,0,0,1,0,Moderately Old,66,3300.0,Luxury,High Floor,6.5
