,Facing,No_Bedroom,No_Bathroom,No_Balcony,Corner_Property,Furnishing,study room,servant room,store room,pooja room,Overlooking_main road,Overlooking_club,Overlooking_pool,Overlooking_NA,flat_age,sector_num,Super Built-up Area,luxury_category,floor_category,price
3571,North-East,4,4.0,3+,Yes,Semifurnished,1,1,0,1,1,1,1,0,Relatively New,65,4944.0,Standard,Mid Floor,11.49
3572,North-East,5,5.0,3+,Yes,Semifurnished,1,1,0,1,1,1,1,0,Relatively New,65,5560.0,Standard,Mid Floor,11.49
3573,East,3,3.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,48,2719.0,Standard,Low Floor,7.2
3574,North-East,3,3.0,3,No,Semifurnished,0,1,0,0,0,1,1,0,Moderately Old,77,1822.0,Luxury,Low Floor,1.8
3575,North-East,4,4.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,62,3039.0,Standard,High Floor,5.95
3576,North-East,3,3.0,3,No,Semifurnished,0,1,0,0,0,1,0,0,New Property,85,2874.15,Luxury,Mid Floor,2.98
3577,East,4,4.0,3+,Yes,Furnished,1,1,0,0,1,1,1,0,Relatively New,104,2940.0,Standard,Mid Floor,3.35
3578,East,3,3.0,3,No,Semifurnished,0,0,1,0,1,1,1,0,New Property,37,1687.5,Luxury,High Floor,1.45
3579,East,3,4.0,3+,Yes,Semifurnished,1,1,1,1,1,1,1,0,Under Construction,37,2622.0,Luxury,Mid Floor,3.7
3580,East,3,4.0,3+,Yes,Semifurnished,1,1,1,1,0,1,1,0,Under Construction,37,2622.0,Luxury,High Floor,3.5
3581,North,4,4.0,3,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,106,3075.0,Luxury,Mid Floor,6.2
3582,North,3,4.0,3,Yes,Semifurnished,0,1,0,0,0,0,1,0,Relatively New,109,2095.0,Luxury,Low Floor,2.75
3583,North,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,0,1,0,New Property,102,2500.2000000000003,Luxury,Mid Floor,2.55
3584,North,4,4.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,New Property,102,2400.0,Luxury,Mid Floor,3.0
3585,North-East,4,6.0,3,No,Semifurnished,1,1,0,0,1,0,0,0,Under Construction,63,3950.0,Luxury,High Floor,8.35
3586,North-East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,81,2100.0,Luxury,High Floor,3.85
3587,East,3,3.0,3+,Yes,Semifurnished,0,1,0,0,0,0,0,0,Moderately Old,82,1690.0,Luxury,Mid Floor,1.65
3588,North,4,4.0,3+,No,Semifurnished,1,1,1,1,1,1,1,0,Relatively New,54,2721.0,Standard,Low Floor,8.0
3589,East,4,5.0,3+,No,Semifurnished,0,1,0,1,0,1,1,0,Under Construction,106,3075.0,Standard,Mid Floor,5.07
3590,South,3,5.0,3,Yes,Unfurnished,0,1,0,0,1,0,0,0,Relatively New,69,2250.0,Standard,Mid Floor,2.48
3591,West,3,2.0,3,Yes,Semifurnished,0,0,0,0,1,0,0,0,Moderately Old,69,1326.0,Standard,Low Floor,1.6
3592,North,3,3.0,2,Yes,Semifurnished,0,0,0,1,0,0,0,0,Relatively New,69,1578.0,Standard,High Floor,2.35
3593,West,4,5.0,3+,Yes,Semifurnished,0,1,0,0,1,0,1,0,Moderately Old,70,2400.0,Standard,High Floor,2.8
3594,East,4,5.0,3+,Yes,Unfurnished,0,1,0,0,1,0,0,0,New Property,69,2400.0,Standard,High Floor,2.8
3595,North-East,3,3.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,33,2134.0,Luxury,Mid Floor,2.4
3596,North-East,3,4.0,3+,Yes,Semifurnished,0,1,1,1,1,1,0,0,Under Construction,59,3106.0,Standard,High Floor,6.98
3597,North-East,3,3.0,2,No,Semifurnished,0,1,0,0,0,0,0,0,New Property,33,2134.0,Luxury,Low Floor,2.7
3598,East,3,3.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,81,2103.0,Luxury,High Floor,3.5
3599,East,3,3.0,3+,No,Semifurnished,0,1,0,0,0,0,0,0,Under Construction,76,2740.0,Luxury,Mid Floor,4.0
3600,North,3,3.0,3,Yes,Furnished,0,1,0,0,1,1,1,0,New Property,65,2004.0,Standard,Mid Floor,3.7
3601,North,4,6.0,3,No,Semifurnished,1,1,0,0,1,0,0,0,Under Construction,63,3950.0,Luxury,Mid Floor,9.12
3602,North-East,4,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Old Property,54,2721.0,Standard,High Floor,8.7
3604,North-East,4,4.0,3+,Yes,Semifurnished,0,1,0,0,0,1,0,0,Old Property,54,2283.0,Standard,High Floor,6.9
3605,East,3,3.0,2,No,Semifurnished,1,0,0,0,0,0,1,0,New Property,37,1687.5,Luxury,High Floor,1.5
3607,North,4,6.0,3+,No,Semifurnished,1,1,0,0,1,1,1,0,Relatively New,59,3625.0,Budget,Mid Floor,9.1
3608,North-East,3,3.0,2,Yes,Unfurnished,0,1,0,0,0,1,1,0,New Property,65,1932.0,Standard,Low Floor,3.57
3609,North,4,4.0,3,Yes,Semifurnished,1,1,0,0,1,1,1,0,New Property,89,2505.0,Luxury,Mid Floor,2.4
3610,East,4,4.0,3,No,Unfurnished,0,0,0,0,1,1,1,0,Relatively New,113,8808.75,Luxury,Low Floor,6.75
3611,North-East,4,4.0,2,No,Unfurnished,0,1,0,0,0,0,0,1,Relatively New,102,3198.0,Luxury,High Floor,4.75
3612,South,3,3.0,3,No,Semifurnished,0,1,0,0,0,0,0,1,Relatively New,107,1943.0,Luxury,Mid Floor,1.95
3613,North-East,3,3.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,54,1983.0,Luxury,High Floor,6.0
3614,North,4,4.0,3,No,Semifurnished,1,1,0,0,0,0,1,0,Under Construction,113,3102.3,Luxury,High Floor,3.91
3615,East,4,4.0,2,No,Semifurnished,0,0,0,0,0,0,1,0,Moderately Old,72,3355.0,Luxury,High Floor,5.75
3616,East,3,3.0,2,No,Semifurnished,0,1,0,0,0,0,0,1,Under Construction,59,2095.0,Budget,High Floor,4.9
3617,East,3,3.0,3,Yes,Semifurnished,1,1,0,0,0,0,1,0,Under Construction,59,2754.0,Luxury,High Floor,5.2
3618,East,3,3.0,2,No,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,59,2750.0,Luxury,Mid Floor,5.64
3619,East,3,3.0,2,No,Semifurnished,0,0,0,0,1,1,1,0,Moderately Old,67,2295.0,Luxury,High Floor,4.82
3620,North-East,4,4.0,3,No,Semifurnished,1,1,0,0,1,1,1,0,Under Construction,77,4828.950000000001,Standard,High Floor,6.79
3621,East,3,3.0,3,No,Semifurnished,1,0,0,0,1,1,0,0,Under Construction,78,2227.5,Standard,High Floor,2.19
3622,East,3,3.0,2,No,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,49,2497.5,Luxury,Low Floor,3.7
3623,North-East,3,3.0,2,No,Semifurnished,1,0,0,0,0,0,0,0,Under Construction,79,1674.0,Luxury,Mid Floor,2.25
3624,North-East,3,4.0,3,Yes,Semifurnished,1,1,0,0,0,1,1,0,Relatively New,67,2358.0,Standard,High Floor,3.97
3625,North,4,3.0,3,No,Semifurnished,0,0,0,0,0,0,0,0,Moderately Old,92,2025.0,Budget,High Floor,1.25
3626,North-East,3,3.0,3+,No,Semifurnished,1,1,0,1,1,1,1,0,New Property,66,3577.5000000000005,Luxury,Mid Floor,7.5
3627,North-East,3,3.0,3,No,Semifurnished,0,0,0,0,0,1,1,0,Moderately Old,86,1900.0,Luxury,Low Floor,2.4
3628,North-East,4,4.0,3+,Yes,Semifurnished,1,0,0,1,1,1,0,0,New Property,22,5366.25,Luxury,Mid Floor,7.3
3629,South-West,4,4.0,3+,No,Semifurnished,0,1,0,0,0,0,0,0,Old Property,67,2650.0,Luxury,Low Floor,4.15
3630,East,4,6.0,3+,Yes,Semifurnished,1,1,0,0,0,0,0,0,Under Construction,63,3950.0,Standard,Mid Floor,8.22
3631,West,3,3.0,2,Yes,Semifurnished,1,0,0,0,0,1,1,0,Moderately Old,86,1929.0,Standard,High Floor,2.4
3632,East,4,3.0,3+,Yes,Semifurnished,0,1,0,0,1,0,0,0,Moderately Old,47,2370.0,Luxury,High Floor,2.4
3633,East,4,4.0,3,No,Semifurnished,0,0,0,0,0,0,0,0,Under Construction,37,2390.0,Luxury,Mid Floor,4.5
3634,North-East,3,3.0,3+,No,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,62,2122.0,Standard,High Floor,4.2
3635,South-East,3,3.0,3,No,Furnished,0,0,0,0,0,0,0,0,Relatively New,79,1490.0,Luxury,High Floor,1.79
3636,East,3,2.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,92,1471.5,Budget,Low Floor,1.15
3637,West,3,3.0,3+,Yes,Unfurnished,1,0,0,0,0,1,1,0,Relatively New,102,2025.0,Luxury,Mid Floor,2.36
3638,East,3,4.0,3,Yes,Semifurnished,0,1,0,1,1,1,1,0,Relatively New,59,3503.2500000000005,Standard,Mid Floor,6.5
3639,East,4,4.0,3+,No,Semifurnished,0,1,0,0,0,0,0,1,Moderately Old,110,2428.0,Budget,Low Floor,3.3
3640,East,4,4.0,2,Yes,Furnished,0,0,0,0,1,1,0,0,Relatively New,69,2010.0,Luxury,Mid Floor,3.0
3641,East,3,4.0,2,Yes,Semifurnished,0,1,0,0,0,0,0,0,Moderately Old,33,1545.0,Luxury,Low Floor,2.33
3642,North,3,2.0,2,Yes,Unfurnished,0,0,0,0,1,1,1,0,Under Construction,104,1359.0,Luxury,Mid Floor,1.81
3643,North,4,4.0,3,Yes,Semifurnished,1,1,0,0,1,0,0,0,New Property,66,2764.0,Standard,Low Floor,4.2
3644,East,4,4.0,3,No,Semifurnished,0,0,0,0,0,0,0,1,New Property,102,2162.0,Budget,High Floor,2.95
3645,North,3,4.0,3,Yes,Semifurnished,1,1,0,0,0,1,1,0,Moderately Old,81,2100.0,Luxury,Low Floor,3.23
3646,East,4,4.0,3+,Yes,Semifurnished,1,1,1,1,1,1,1,0,Moderately Old,82,2760.0,Luxury,High Floor,3.25
3647,North-West,3,3.0,2,No,Semifurnished,1,0,0,0,0,1,1,0,Old Property,82,2835.0,Luxury,Mid Floor,3.15
3648,North-East,4,4.0,3+,No,Semifurnished,0,1,0,0,0,0,0,1,Relatively New,70,2400.0,Luxury,Low Floor,2.75
3649,North-East,3,2.0,2,No,Semifurnished,0,0,0,0,0,0,0,0,Relatively New,81,1645.0,Luxury,Mid Floor,1.7
3650,East,4,4.0,2,No,Furnished,1,1,0,0,0,1,0,0,Moderately Old,69,2659.5,Luxury,Low Floor,3.0
3651,North-East,4,5.0,3+,No,Semifurnished,0,1,0,1,1,1,1,0,Relatively New,65,2995.0,Standard,Low Floor,6.5
3652,North-East,5,7.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,62,5514.0,Standard,High Floor,15.71
3653,East,4,4.0,3+,No,Semifurnished,0,0,0,0,0,0,0,0,Moderately Old,51,2920.0,Luxury,High Floor,2.9
3654,East,3,4.0,2,Yes,Semifurnished,0,1,0,0,0,0,0,0,Moderately Old,33,1545.0,Luxury,Low Floor,2.07
3655,West,3,4.0,2,No,Semifurnished,0,1,0,0,0,0,0,0,Moderately Old,33,1545.0,Luxury,Mid Floor,2.2
3656,East,4,4.0,3+,No,Semifurnished,0,1,0,0,0,0,0,0,Relatively New,67,3267.0,Luxury,High Floor,6.04
3657,South-East,3,3.0,3+,No,Semifurnished,0,1,0,0,0,0,0,0,Moderately Old,67,2433.0,Standard,High Floor,4.5
3658,North,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,88,2066.0,Standard,High Floor,2.35
3659,North-East,3,4.0,3+,No,Semifurnished,0,0,0,0,1,1,1,0,New Property,106,1655.1,Luxury,High Floor,3.0
3660,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,69,1850.0,Standard,Mid Floor,2.55
3661,East,4,4.0,3+,No,Semifurnished,0,1,1,0,0,0,0,0,Relatively New,2,5350.0,Luxury,Low Floor,8.0
3662,East,3,3.0,3+,Yes,Semifurnished,0,1,0,0,1,1,0,0,New Property,65,2040.0,Standard,High Floor,3.47
3663,North,3,4.0,3+,Yes,Semifurnished,0,0,1,0,1,0,1,0,Old Property,50,1877.0,Luxury,High Floor,2.75
3664,North-East,4,4.0,3+,No,Semifurnished,0,1,0,0,0,1,1,0,Under Construction,103,2516.0,Luxury,Mid Floor,2.64
3665,East,4,4.0,3,No,Semifurnished,0,1,0,0,0,0,1,0,Under Construction,113,3006.0,Luxury,Low Floor,5.79
3666,North-West,3,3.0,3+,Yes,Semifurnished,0,0,0,0,0,0,0,0,Under Construction,106,1855.0,Standard,Mid Floor,2.85
3667,North-East,4,5.0,2,Yes,Semifurnished,0,1,0,0,0,0,0,0,Moderately Old,33,1870.0,Luxury,High Floor,2.95
3668,North-East,3,5.0,3+,Yes,Semifurnished,0,1,0,0,0,0,0,0,Relatively New,52,2585.0,Luxury,High Floor,3.75
3669,North-East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,0,0,0,0,Relatively New,52,2035.0,Luxury,Mid Floor,3.3
3670,North-East,3,3.0,3+,No,Unfurnished,0,1,0,0,0,0,0,1,Relatively New,79,3090.15,Luxury,Low Floor,2.55
3671,North,6,6.0,3+,Yes,Semifurnished,0,1,1,0,0,0,0,0,Old Property,25,4098.0,Budget,Low Floor,6.0
3672,South-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,0,1,1,0,Relatively New,68,1914.0,Luxury,High Floor,2.32
3673,East,3,3.0,3,Yes,Semifurnished,1,0,0,0,0,0,1,0,Under Construction,106,3240.0,Standard,Mid Floor,4.59
3674,South-East,3,3.0,3+,Yes,Semifurnished,0,1,0,0,0,0,0,1,Under Construction,62,2262.0,Luxury,High Floor,4.5
3675,North,3,4.0,3,Yes,Unfurnished,0,1,0,0,0,1,1,0,New Property,113,2217.0,Luxury,Mid Floor,3.5
3676,West,3,4.0,3+,No,Unfurnished,0,1,0,0,0,0,0,1,Old Property,57,2293.0,Budget,Low Floor,3.25
3677,North,3,3.0,3,Yes,Semifurnished,0,1,0,0,0,1,0,0,New Property,65,1828.0,Luxury,Mid Floor,3.37
3678,South-East,4,4.0,3+,Yes,Semifurnished,0,0,0,0,1,0,0,0,Moderately Old,51,2920.0,Luxury,High Floor,2.72
3679,East,4,4.0,3+,No,Semifurnished,0,0,1,0,1,1,1,0,Relatively New,90,2215.0,Luxury,High Floor,2.6
3680,East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Old Property,53,3400.0,Standard,High Floor,7.8
3681,East,4,5.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,54,2710.0,Standard,High Floor,9.5
3682,West,4,5.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,58,2857.0,Standard,High Floor,7.7
3683,East,4,5.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,60,2818.0,Luxury,High Floor,5.9
3684,North-East,3,3.0,3,No,Semifurnished,0,1,0,1,1,1,1,0,Moderately Old,89,2970.0,Luxury,Mid Floor,1.84
3685,East,4,4.0,3,No,Furnished,0,1,0,0,0,0,0,0,Under Construction,111,3475.0,Luxury,Low Floor,6.95
3686,East,3,3.0,3+,No,Semifurnished,0,0,0,0,0,0,0,1,Relatively New,79,1983.0,Luxury,Mid Floor,2.6
3687,North-East,3,3.0,3,No,Semifurnished,0,0,0,0,0,0,0,0,Moderately Old,83,1340.0,Luxury,Low Floor,1.15
3688,South,3,3.0,3,No,Semifurnished,0,0,0,0,1,0,0,0,Relatively New,82,1960.0,Standard,High Floor,2.0
3689,North-East,3,3.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,84,2000.0,Budget,Low Floor,2.0
3690,North,3,4.0,2,No,Semifurnished,0,1,0,0,0,0,0,0,Old Property,50,2000.0,Luxury,Mid Floor,3.6
3691,East,3,4.0,3+,No,Semifurnished,0,1,0,0,0,0,0,0,Relatively New,53,3400.0,Standard,High Floor,6.0
3692,North-East,4,4.0,3,Yes,Semifurnished,0,1,0,0,0,0,0,0,Under Construction,63,4725.0,Budget,Mid Floor,8.5
3693,North-West,4,4.0,3+,No,Semifurnished,1,1,0,0,0,0,1,0,Under Construction,113,3505.9500000000003,Luxury,High Floor,4.42
3694,East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,82,1799.0,Standard,High Floor,3.1
3695,East,3,3.0,3,No,Semifurnished,0,0,1,0,1,0,0,0,New Property,92,1782.0,Luxury,High Floor,2.05
3696,North-East,3,3.0,2,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,79,2260.0,Luxury,Low Floor,3.39
3697,North-East,3,3.0,3,Yes,Semifurnished,1,1,0,0,1,1,1,0,Under Construction,113,2076.0,Standard,High Floor,4.13
3698,East,4,4.0,3+,Yes,Semifurnished,0,1,1,0,1,1,1,0,Relatively New,65,4944.0,Standard,Mid Floor,13.0
3699,East,3,3.0,3+,Yes,Semifurnished,0,0,1,0,0,1,1,0,Moderately Old,70,2150.0,Luxury,Mid Floor,3.45
3700,East,3,3.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,59,2295.0,Standard,Mid Floor,5.1
3701,East,4,5.0,3+,Yes,Semifurnished,0,1,0,1,1,1,1,0,Old Property,54,3900.0,Standard,Mid Floor,11.5
3702,North,3,3.0,3+,Yes,Semifurnished,0,1,1,0,1,0,1,0,Old Property,28,3175.0,Luxury,High Floor,7.5
3703,West,4,5.0,3,Yes,Semifurnished,0,1,1,0,1,1,1,0,Old Property,53,3390.0,Standard,High Floor,9.0
3704,East,3,4.0,3+,No,Semifurnished,1,1,0,0,1,1,1,0,Relatively New,102,2025.0,Luxury,Mid Floor,2.43
3705,East,3,3.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,81,2132.0,Standard,Low Floor,3.48
3706,East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,102,1827.0,Standard,High Floor,2.35
3707,North,5,5.0,3+,No,Semifurnished,0,1,0,0,0,1,1,0,Old Property,66,3670.0,Luxury,Low Floor,6.0
3708,North,4,4.0,3+,No,Semifurnished,0,1,0,0,0,0,0,0,Old Property,62,5854.950000000001,Standard,High Floor,8.6
3709,North,3,3.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,Old Property,43,3300.0,Standard,High Floor,9.0
3710,East,3,3.0,3+,Yes,Semifurnished,0,1,0,0,0,1,1,0,Under Construction,79,2100.0,Luxury,Mid Floor,2.77
3711,East,4,4.0,3+,Yes,Semifurnished,0,1,0,0,0,1,1,0,Under Construction,79,2685.0,Standard,Mid Floor,3.5
3712,West,4,4.0,3,Yes,Semifurnished,0,1,0,0,0,0,0,0,Relatively New,67,3612.0,Standard,High Floor,5.55
3713,North,4,4.0,3+,Yes,Semifurnished,0,1,0,0,0,0,1,0,Relatively New,104,3150.0,Luxury,Mid Floor,3.55
3714,North,4,4.0,3+,Yes,Semifurnished,0,1,0,1,0,1,1,0,Relatively New,86,2356.0,Luxury,Mid Floor,2.35
3715,North,4,4.0,3,Yes,Semifurnished,0,0,0,0,0,0,1,0,Relatively New,102,3198.0,Luxury,High Floor,4.0
3717,North,4,4.0,3+,Yes,Unfurnished,0,1,0,1,0,0,0,0,Relatively New,90,2364.0,Luxury,Mid Floor,2.38
3718,West,3,3.0,3+,Yes,Unfurnished,0,0,0,0,0,0,0,0,Relatively New,91,1862.0,Luxury,High Floor,1.9
3719,West,3,4.0,3+,Yes,Unfurnished,0,1,0,1,1,1,1,0,Moderately Old,86,1930.0,Luxury,High Floor,1.9
3720,South-West,4,4.0,3+,Yes,Unfurnished,0,1,0,1,0,1,1,0,Moderately Old,90,2364.0,Luxury,Mid Floor,2.38
3721,North,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,86,1931.0,Luxury,Mid Floor,2.2
3722,North-West,3,3.0,1,No,Unfurnished,0,0,0,0,0,1,0,0,Relatively New,86,1930.0,Luxury,Mid Floor,2.2
3723,North,3,3.0,3,No,Unfurnished,0,0,0,1,0,0,0,1,Moderately Old,78,2232.9,Luxury,Mid Floor,1.45
3724,East,3,3.0,2,No,Semifurnished,1,0,0,0,0,0,1,0,Under Construction,62,2266.0,Luxury,Mid Floor,4.28
3725,South-East,3,3.0,2,No,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,71,2295.0,Luxury,Low Floor,2.4
3726,East,3,3.0,2,No,Semifurnished,0,0,0,0,0,0,0,1,Relatively New,59,2828.25,Luxury,Mid Floor,5.2
3727,North,3,3.0,2,No,Semifurnished,0,0,0,0,0,0,0,1,Relatively New,90,2632.5,Luxury,Low Floor,1.85
3728,North,5,7.0,3+,No,Semifurnished,1,1,1,1,1,1,1,0,Relatively New,53,3925.0,Standard,Low Floor,8.65
3729,East,3,3.0,3,No,Semifurnished,1,1,1,1,0,0,0,1,New Property,59,2595.0,Standard,High Floor,6.22
3730,East,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,0,1,0,Relatively New,102,1650.0,Luxury,High Floor,1.85
3731,North-East,3,3.0,2,No,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,67,1727.0,Luxury,High Floor,2.4
3732,North,4,5.0,3+,No,Semifurnished,0,1,1,0,0,0,0,1,Old Property,28,3998.0,Budget,High Floor,6.5
3733,North-West,4,5.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,60,2800.0,Standard,High Floor,5.45
3734,North-West,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,60,2080.0,Standard,Low Floor,3.94
3735,North-West,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,60,2045.0,Standard,High Floor,3.99
3736,East,3,4.0,3+,Yes,Semifurnished,0,1,1,0,0,1,1,0,Old Property,53,2615.0,Luxury,High Floor,7.0
3737,North,3,4.0,3+,Yes,Semifurnished,0,1,1,1,0,1,0,0,Old Property,53,2895.0,Luxury,High Floor,6.5
3738,North-East,4,5.0,3+,Yes,Semifurnished,0,1,1,0,0,1,0,0,Old Property,33,2315.0,Standard,High Floor,3.1
3739,West,5,6.0,3+,Yes,Semifurnished,1,1,1,1,1,1,1,0,Moderately Old,28,6075.0,Luxury,Low Floor,6.5
3740,North-East,4,4.0,3+,Yes,Semifurnished,0,1,0,0,0,1,1,0,Relatively New,67,3297.0,Standard,Low Floor,5.9
3741,North,3,3.0,3+,No,Semifurnished,0,0,0,1,0,1,1,0,New Property,36,1976.0,Luxury,High Floor,3.45
3742,East,3,3.0,2,No,Unfurnished,0,0,0,0,0,1,1,0,Under Construction,93,2092.5,Luxury,High Floor,1.74
3743,East,3,4.0,2,No,Unfurnished,0,1,0,0,0,0,1,0,Relatively New,113,2575.0,Luxury,High Floor,3.65
3744,North-East,3,3.0,2,No,Unfurnished,0,0,1,0,0,0,0,1,New Property,108,1745.0,Luxury,High Floor,3.4
3745,East,4,5.0,3+,Yes,Semifurnished,1,1,0,1,1,1,1,0,Relatively New,102,2860.0,Standard,Mid Floor,4.44
3746,North-East,3,4.0,3,Yes,Furnished,0,0,0,1,1,1,0,0,New Property,63,1761.7500000000002,Luxury,Mid Floor,2.15
3747,North-East,3,3.0,3+,No,Semifurnished,0,1,1,0,1,1,1,0,New Property,33,2134.0,Luxury,High Floor,2.75
3748,East,4,4.0,3,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,59,3395.0,Standard,High Floor,8.5
3749,North,3,3.0,2,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,59,2095.0,Standard,Mid Floor,5.25
3750,North,3,4.0,2,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,59,2595.0,Standard,Low Floor,6.7
3751,North,3,4.0,2,Yes,Unfurnished,0,1,0,0,1,0,0,0,New Property,59,2295.0,Standard,Mid Floor,5.5
3752,North,3,2.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,50,1629.0,Luxury,High Floor,2.6
3753,East,4,4.0,3+,No,Semifurnished,0,1,0,0,0,0,0,1,Relatively New,65,1975.0,Standard,High Floor,3.75
3754,East,4,4.0,3+,Yes,Unfurnished,0,0,0,1,0,1,1,0,Under Construction,108,2423.0,Luxury,Mid Floor,4.97
3755,South,3,3.0,3,No,Unfurnished,0,0,0,0,0,0,0,0,Old Property,49,1805.0,Luxury,High Floor,2.9
3756,North-West,3,4.0,3+,Yes,Unfurnished,0,1,1,1,1,0,0,0,Relatively New,54,1983.0,Standard,Low Floor,6.0
